"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2006","91.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2004","91.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2000","83.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","1996","70.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","1992","70.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","1986","59.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","2017","93.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","2013","95.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","2011","94.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","2008","91.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","2003","87.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","2000","85.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","1999","85.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","1998","87.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Philippines","PHL","1993","85.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Portugal","PRT","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Qatar","QAT","2012","90.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Qatar","QAT","2009","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Qatar","QAT","1987","94.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2020","72.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2019","69.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2018","70.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2017","72.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2016","73.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2015","75.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2014","75.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2013","78.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2012","73.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2011","80.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2010","79.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2009","82.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2008","84.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2007","84.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2006","79.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2005","80.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Romania","ROU","2004","73.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2020","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2017","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2015","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2013","99.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2011","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2010","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2008","95.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2005","94.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","2000","91.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Rwanda","RWA","1992","94.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Samoa","WSM","2020","94.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Samoa","WSM","2014","93.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Samoa","WSM","2009","93.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sao Tome and Principe","STP","2019","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sao Tome and Principe","STP","2014","97.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sao Tome and Principe","STP","2009","97.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sao Tome and Principe","STP","2006","97.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sao Tome and Principe","STP","2000","90.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Saudi Arabia","SAU","2008","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Saudi Arabia","SAU","1996","90.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2019","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2018","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2017","97.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2016","95.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2015","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2014","96.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2013","94.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2011","93.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2009","94.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2006","91.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2005","87.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","2000","79.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","1997","83.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","1993","74.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Senegal","SEN","1986","29.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Serbia","SRB","2019","99.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Serbia","SRB","2014","98.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Serbia","SRB","2010","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Serbia","SRB","2006","98.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2019","97.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2017","97.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2016","94.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2013","97.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2010","93.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2008","86.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2005","81.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sierra Leone","SLE","2000","67.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Slovak Republic","SVK","2004","96.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Slovenia","SVN","2004","99.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Slovenia","SVN","1992","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Solomon Islands","SLB","2015","88.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Solomon Islands","SLB","2007","73.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Somalia","SOM","2019","31.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Somalia","SOM","2006","26.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Somalia","SOM","2000","32.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Somalia","SOM","1999","32.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Africa","ZAF","2016","93.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Africa","ZAF","2008","97.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Africa","ZAF","2004","91.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Africa","ZAF","2003","91.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Africa","ZAF","1998","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Africa","ZAF","1995","89.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Sudan","SSD","2013","61.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Sudan","SSD","2010","40.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","South Sudan","SSD","2006","26.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sri Lanka","LKA","2016","98.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sri Lanka","LKA","2014","95.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sri Lanka","LKA","2007","99.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sri Lanka","LKA","2000","94.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sri Lanka","LKA","1993","80.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Kitts and Nevis","KNA","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Kitts and Nevis","KNA","2005","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Kitts and Nevis","KNA","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Kitts and Nevis","KNA","2003","71.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Kitts and Nevis","KNA","1990","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","2012","96.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","2007","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","2006","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","2005","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","2004","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","2000","47.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Lucia","LCA","1990","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Vincent and the Grenadines","VCT","2008","99.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Vincent and the Grenadines","VCT","2005","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Vincent and the Grenadines","VCT","2000","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","St. Vincent and the Grenadines","VCT","1999","91.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sudan","SDN","2014","79.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sudan","SDN","2010","74.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sudan","SDN","2006","74.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sudan","SDN","2000","60.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sudan","SDN","1990","71.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","2018","84.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","2010","90.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","2006","89.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","2004","90.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","2002","90.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","2000","90.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","1998","91.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Suriname","SUR","1996","91.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Sweden","SWE","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Syrian Arab Republic","SYR","2009","87.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Syrian Arab Republic","SYR","2006","84.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Syrian Arab Republic","SYR","2000","71.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Syrian Arab Republic","SYR","1993","51.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tajikistan","TJK","2017","91.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tajikistan","TJK","2012","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tajikistan","TJK","2007","88.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tajikistan","TJK","2005","77.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tajikistan","TJK","2000","71.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","2017","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","2016","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","2012","96.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","2010","87.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","2008","75.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","2005","78.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","1999","92.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","1996","89.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tanzania","TZA","1992","90.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2019","98.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2016","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2013","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2012","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2009","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2006","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2004","94.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","2000","91.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","1996","85.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Thailand","THA","1987","80.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Timor-Leste","TLS","2016","84.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Timor-Leste","TLS","2010","84.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Timor-Leste","TLS","2003","60.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Timor-Leste","TLS","2002","42.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Timor-Leste","TLS","1997","70.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","2017","77.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","2014","72.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","2010","71.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","2006","84.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","2003","84.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","2000","72.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","1998","82.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Togo","TGO","1988","66.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tonga","TON","2019","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tonga","TON","2012","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tonga","TON","2010","97.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tonga","TON","2008","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Trinidad and Tobago","TTO","2011","95.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Trinidad and Tobago","TTO","2006","95.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Trinidad and Tobago","TTO","2002","95.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Trinidad and Tobago","TTO","2000","92.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Trinidad and Tobago","TTO","1987","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tunisia","TUN","2018","95.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tunisia","TUN","2012","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tunisia","TUN","2006","96.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tunisia","TUN","2000","91.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tunisia","TUN","1995","79.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tunisia","TUN","1988","62.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2018","96.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2014","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2013","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2009","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2008","92.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2007","89.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2004","80.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","2003","80.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","1998","71.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkiye","TUR","1993","67.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkmenistan","TKM","2019","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkmenistan","TKM","2016","99.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkmenistan","TKM","2006","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turkmenistan","TKM","2000","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turks and Caicos Islands","TCA","2020","97.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turks and Caicos Islands","TCA","2006","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turks and Caicos Islands","TCA","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turks and Caicos Islands","TCA","1999","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Turks and Caicos Islands","TCA","1998","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tuvalu","TUV","2020","93.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Tuvalu","TUV","2007","97.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2019","95.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2018","95.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2016","97.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2015","95.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2011","93.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2009","94.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2006","93.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","2001","92.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","1995","91.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uganda","UGA","1989","87.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ukraine","UKR","2012","98.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ukraine","UKR","2007","98.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ukraine","UKR","2005","98.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","United Arab Emirates","ARE","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","United Arab Emirates","ARE","1995","96.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uruguay","URY","2013","97.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uruguay","URY","2007","96.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uruguay","URY","2005","97.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uruguay","URY","1997","94.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2015","99.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2014","99.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2013","99.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2012","99.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2011","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2010","96.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2006","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","2000","97.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Uzbekistan","UZB","1996","94.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Vanuatu","VUT","2013","75.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Vanuatu","VUT","2007","84.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Venezuela, RB","VEN","2013","97.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Venezuela, RB","VEN","2000","94.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","2021","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","2014","95.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","2011","93.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","2006","90.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","2002","86.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","2000","68.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Viet Nam","VNM","1997","70.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","West Bank and Gaza","PSE","2020","98.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","West Bank and Gaza","PSE","2014","99.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","West Bank and Gaza","PSE","2010","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","West Bank and Gaza","PSE","2006","98.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","West Bank and Gaza","PSE","2000","95.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Yemen, Rep.","YEM","2013","59.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Yemen, Rep.","YEM","2006","47.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Yemen, Rep.","YEM","2003","41.400",""
